date,start_stop_alige_count_,start_stop_alige_count_Alive,start_stop_alige_count_Start,start_stop_alige_count_Stop,type__count_Billing-Accounting,type__count_Billing-Authentication,mean_delay,mean_input_trafic,mean_output_trafic,count_failed
2020-04-24 16:00:00,50657,199567,50096,25764,300401,25683,0.21404528202978595,3909740083.8843966,16558021612.712334,2588
2020-04-24 17:00:00,52055,198189,55531,31153,309717,27211,0.21077774104403427,3162596565.974614,14471883942.19188,2608
2020-04-24 18:00:00,57552,195036,69674,41696,333973,29985,0.19393459473346833,3756792635.557001,16186924805.44542,2597
2020-04-24 19:00:00,44258,196453,44110,22482,282116,25187,0.208732569634854,3203542922.4234223,14241000756.693823,2730
2020-04-24 20:00:00,45656,204179,44098,25052,293959,25026,0.22607803728777023,3523935772.0774765,15205624439.669325,2717
2020-04-24 21:00:00,43925,201401,36219,26629,284630,23544,0.276928292307305,3193282167.713314,13939989267.220295,2660
2020-04-24 22:00:00,44940,199663,31649,30538,284122,22668,0.251016025017735,3334364417.508755,15185090832.010473,2569
2020-04-24 23:00:00,41962,192952,26853,28817,269625,20959,0.31055550254282466,3528349133.2396727,14895730827.903656,2545
2020-04-25 00:00:00,36007,218252,24024,26905,285514,19674,0.30823198749891095,3236623519.368225,14347366708.430067,2519
2020-04-25 01:00:00,36249,211349,26901,22586,277986,19099,0.2223421694536013,3480099196.352782,14597685688.659397,2475
2020-04-25 02:00:00,34078,168650,25509,17152,227285,18104,0.22420842175531652,2949373851.9836226,14480222800.581856,2465
2020-04-25 03:00:00,32651,157720,23793,13365,210075,17454,0.22749744738898553,3949027021.115031,15608420954.13854,2451
2020-04-25 04:00:00,31368,158842,22841,11402,207196,17257,0.22111730953873815,3002714506.45134,14493188717.251492,2407
2020-04-25 05:00:00,32716,152602,26972,11424,205804,17910,0.2111826802037161,4225065796.334947,17029738199.55729,2470
2020-04-25 06:00:00,36585,187211,36892,13743,254738,19693,0.21031716960924193,3408290438.4552636,15424403615.5617,2560
2020-04-25 07:00:00,39691,194886,44163,14997,271508,22229,0.20647463581211262,4324952465.644368,17208623472.098606,2577
2020-04-25 08:00:00,46699,166917,56792,19204,263737,25875,0.20427374060222936,3508725605.7383637,15927472580.444775,2625
2020-04-25 09:00:00,53541,178960,64351,25283,294716,27419,0.215112468060479,4257452015.458968,18000787278.118103,2673
2020-04-25 10:00:00,56933,186248,67624,30052,313902,26955,0.19912262300440706,3143772441.7945724,13932368390.656033,2679
2020-04-25 11:00:00,63075,194488,74283,34881,339039,27688,0.19494450028062757,3827593451.8464746,16259656127.08717,2648
2020-04-25 12:00:00,67443,187326,80085,38883,345639,28098,0.18620280584159724,2972043612.165838,13515865929.280325,2591
2020-04-25 13:00:00,109532,166016,215939,72581,511684,52384,0.1388712019587083,3526507138.1404295,15389310697.047499,5667
2020-04-25 14:00:00,84018,125280,145689,38566,355294,38259,0.13859296126439608,2979505667.232566,12995393307.951698,2559
2020-04-25 15:00:00,71134,200882,75747,34666,352851,29578,0.1646017289547482,2932090238.6563716,12209451901.08499,2620
2020-04-25 16:00:00,61335,182998,60449,27660,304759,27683,0.16853241996047547,2357066289.082513,10342434614.946463,2586
2020-04-25 17:00:00,55463,173467,54323,25603,282020,26836,0.19268880818185816,3607926402.3738937,14313700453.506435,2546
2020-04-25 18:00:00,52286,218401,45759,22709,312379,26776,0.20132345502714166,2159332216.6895857,9482027223.178823,2623
2020-04-25 19:00:00,47569,156780,44506,22310,245051,26114,0.20994468498255578,3904529262.6961136,15555512328.758038,2604
2020-04-25 20:00:00,48815,238798,44920,23951,331350,25134,0.23012855247997016,2074889185.8138833,8979237754.227491,2579
2020-04-25 21:00:00,46261,148402,40988,26720,238587,23784,0.2450685171075275,3854093200.3334017,15825674865.22835,2537
2020-04-25 22:00:00,47138,248538,34331,29996,338504,21499,0.23940317647233633,2126009545.6815038,9064966999.51099,2440
2020-04-25 23:00:00,43737,141030,31179,29991,225774,20163,0.263085605761727,3628286475.049263,15920108297.47758,2461
2020-04-26 00:00:00,41248,271012,27562,31067,351684,19205,0.27795155720862685,2230225805.829081,8977079697.116922,2502
2020-04-26 01:00:00,36756,150623,29961,20127,217991,19476,0.20244827403069557,3649195812.92858,15525570812.178753,2465
2020-04-26 02:00:00,35679,213792,24639,16177,272228,18059,0.2112615127279549,2357867293.0947604,9642570998.24902,2438
2020-04-26 03:00:00,34562,116530,24885,13153,171167,17963,0.20378777551860083,3280759608.1260843,15355496663.16902,2706
2020-04-26 04:00:00,35026,197375,24985,11271,251057,17600,0.2162364146940291,2815675830.074509,10639934626.543787,2868
2020-04-26 05:00:00,34567,111893,27832,10435,166432,18295,0.1997449740464858,3275135002.23052,14946537949.547903,2864
2020-04-26 06:00:00,37645,239182,34764,12330,304483,19438,0.21345542271532197,2987043262.2069244,11549068399.94303,2934
2020-04-26 07:00:00,41833,138362,46418,15246,219641,22218,0.19462892277405444,3331859261.900168,14683443016.45523,2805
2020-04-26 08:00:00,49298,210097,59771,20297,314435,25028,0.2080804885926606,3341147464.812673,12894003732.949686,2483
2020-04-26 09:00:00,53274,130081,65917,24815,247735,26352,0.1946662047781531,3090345768.5337386,13861254500.044216,2548
2020-04-26 10:00:00,57714,230090,67079,28561,356985,26459,0.22380791579520745,2947033884.0696497,12100711332.2061,2559
2020-04-26 11:00:00,60622,149944,70151,32660,286330,27047,0.2057731117396778,2754017533.5796695,11893650864.257969,2653
2020-04-26 12:00:00,62648,228398,68940,33848,366635,27199,0.1874396501192556,2949385074.0432305,12104890609.431301,2609
2020-04-26 13:00:00,65782,154906,74678,37772,304709,28429,0.17078549341240884,2646552057.4846272,11506204694.235289,2616
2020-04-26 14:00:00,64125,212829,71974,37298,358239,27987,0.183013499945709,3080220953.7158165,12719799663.652105,2644
2020-04-26 15:00:00,63809,168454,77333,37291,317593,29294,0.17414315450163867,2540969243.993366,11164985803.291424,2678
2020-04-26 16:00:00,57454,198661,59005,28334,316448,27006,0.18735873822863885,3289836824.730298,13369547367.138712,2714
2020-04-26 17:00:00,55330,191429,55286,26178,301374,26849,0.1870631522275479,2422601878.1731515,10729853849.120207,2738
2020-04-26 18:00:00,51800,175968,52894,24880,279471,26071,0.18880472270406998,3743198169.8042,14663324736.19707,2825
2020-04-26 19:00:00,48565,217978,47553,23041,311372,25765,0.2046045862402101,2343427459.118418,10460853728.86611,2669
2020-04-26 20:00:00,47650,166159,46728,25029,260490,25076,0.2388066045963041,3799045788.1378903,14943736111.819967,2661
2020-04-26 21:00:00,47430,233113,41476,28355,326902,23472,0.3387085006004704,2306026307.834691,10123114521.155817,2549
2020-04-26 22:00:00,44011,150959,31984,29976,236078,20852,0.5701684847735872,3743834998.8034983,15261231714.226292,2502
2020-04-26 23:00:00,41323,229759,26972,28442,307139,19357,0.39661845381736643,2500488778.72978,10774840367.249228,2341
2020-04-27 00:00:00,35077,166864,22369,26820,232552,18578,0.355357042428313,3420402313.5870905,14580770783.292637,2333
2020-04-27 01:00:00,31915,261307,20825,17442,314334,17155,0.22795178304796077,2614482350.507855,10607014950.633692,2317
2020-04-27 02:00:00,29061,128283,18360,12392,171655,16441,0.2352711327360949,3646087320.2533927,15562293970.965517,2320
2020-04-27 03:00:00,28880,198281,18711,10088,239621,16339,0.23547637674953867,2739308556.3357267,11302777005.840178,2316
2020-04-27 04:00:00,28977,117555,20070,9637,160005,16234,0.22900185540930476,3466194143.755983,15885307748.014105,2364
2020-04-27 05:00:00,30553,190106,24731,9300,237774,16916,0.22639824363520053,3173286860.7951565,12085706103.139946,2349
2020-04-27 06:00:00,33742,143233,35791,13015,206801,18980,0.216153700543531,3531891264.9065523,15403792248.100315,2285
2020-04-27 07:00:00,39508,239349,50403,17655,324874,22041,0.21425078832772354,3224588709.741035,12532479645.79454,2389
2020-04-27 08:00:00,45836,131759,62961,21058,236025,25589,0.1924036621037452,3346741413.967811,14970425209.148073,2559
2020-04-27 09:00:00,48909,222321,58989,24867,329850,25236,0.20917095796178947,3413041777.679879,13299802151.158224,2546
2020-04-27 10:00:00,49535,153161,54854,25819,257887,25482,0.2012070004858666,2815197164.4758635,12594320305.622667,2602
2020-04-27 11:00:00,51689,231309,55834,28046,341089,25789,0.2117978596859476,3178190778.3594728,13050759236.156443,2628
2020-04-27 12:00:00,50000,160749,52379,27035,265214,24949,0.20245483600512587,2750429377.8643494,11925706483.754948,2673
2020-04-27 13:00:00,50456,225248,51087,25381,327039,25133,0.2167585844564207,3316841269.2903137,13502741645.901552,2680
2020-04-27 14:00:00,49115,165661,49543,25808,265364,24763,0.22268308519232488,2712132427.490032,11910377841.56171,2685
2020-04-27 15:00:00,50878,213689,50532,25698,315628,25169,0.20474108997166543,3433237789.8628955,13920903474.740095,2668
2020-04-27 16:00:00,51344,178772,50136,26293,280795,25750,0.2000048617836964,2618404730.493585,11640738947.9923,2657
2020-04-27 17:00:00,52212,199950,54680,26328,306598,26572,0.199583687884086,3527439504.6321073,14217708390.027838,2756
2020-04-27 18:00:00,50107,192352,52024,24210,292822,25871,0.19942411551767353,2583553648.941167,11699770292.218597,2794
2020-04-27 19:00:00,52013,181192,54998,27124,288874,26453,0.1990546883737371,3812410580.6456394,14734936533.619358,2751
2020-04-27 20:00:00,50382,217649,51690,28425,322733,25413,0.2268509019979486,2484783378.7005005,11240351644.452936,2785
2020-04-27 21:00:00,48634,170838,44029,31018,270290,24229,0.24520763935964965,3788667781.1964917,14701622683.708937,2765
2020-04-27 22:00:00,48415,229439,39860,35483,331444,21753,0.24929663982725905,2463707358.253316,11043561648.639154,2702
2020-04-27 23:00:00,44160,152685,32872,32619,242594,19742,0.29763805055101383,3906297969.7150683,15781997882.798359,2673
2020-04-28 00:00:00,35393,260763,24806,26116,329223,17855,0.3209374610669426,2510178524.907142,10785401125.563625,2513
2020-04-28 01:00:00,33389,164216,23682,18474,222346,17415,0.21840697272405152,3751715745.642356,15714677167.053183,2510
2020-04-28 02:00:00,32115,207944,22676,13736,259805,16666,0.22944571059525795,2710350538.054606,11429876205.153103,2499
2020-04-28 03:00:00,32866,125247,25257,13434,179995,16809,0.21514945512787823,3808232642.4251485,15772860347.068842,2468
2020-04-28 04:00:00,33590,192077,26561,12126,247538,16816,0.2222677105743439,2913811747.2405696,12362802505.19582,2452
2020-04-28 05:00:00,33991,119744,30352,11950,178559,17478,0.20319119095496818,3476850426.3980365,15722943906.151625,2474
2020-04-28 06:00:00,38620,235722,41540,15965,312150,19697,0.21916692068678695,3370275429.5399923,13009929246.701347,2432
2020-04-28 07:00:00,43669,152582,56493,20319,250758,22305,0.19353945868673303,3377718671.7534947,14606253498.43729,2516
2020-04-28 08:00:00,51819,208760,73107,25351,333042,25995,0.204440095554457,3627542543.7916503,14599231048.011251,2572
2020-04-28 09:00:00,53555,143587,68374,28636,268187,25965,0.20064211123862372,3168416966.7523036,13925228939.79606,2670
2020-04-28 10:00:00,56337,232836,65421,30280,358077,26797,0.23086504964343255,3393068594.2355537,13494907063.97242,2700
2020-04-28 11:00:00,56930,157794,63390,30467,281686,26895,0.20637464202675732,2770303928.729838,12342547950.101482,2797
2020-04-28 12:00:00,59435,228901,65461,31837,357768,27866,0.20350813347264815,3347019574.7951083,13926076215.992733,2844
2020-04-28 13:00:00,63642,164086,70140,35045,303750,29163,0.18921460828521428,2713877706.5257797,11791751134.94594,2764
2020-04-28 14:00:00,65881,226084,72480,36290,371047,29688,0.20193338454826767,3359849352.911763,13914657470.609554,2653
2020-04-28 15:00:00,65960,169021,73541,37643,316079,30086,0.19228502791568436,2672807122.473808,11752420206.944775,2825
2020-04-28 16:00:00,65058,216163,68624,34736,354148,30433,0.19816860202136757,3437708103.463198,14234327362.629246,2870
2020-04-28 17:00:00,60837,181796,64284,30810,308143,29584,0.19996503496539922,2684421483.9297247,11967423983.27407,2911
2020-04-28 18:00:00,55913,207142,56734,26532,318256,28065,0.206373049244339,3578356430.0126543,14734153471.43414,2930
2020-04-28 19:00:00,49557,197561,51004,24769,297766,25125,0.21732921394224583,2684858698.205825,12266940119.683737,2886
2020-04-28 20:00:00,48669,187703,48121,25871,285380,24984,0.22944943266507686,3835336400.3126225,15156195927.224297,2839
2020-04-28 21:00:00,49695,220479,45171,31664,323394,23615,0.2663936025008593,2660193915.074771,12063756569.575123,2654
2020-04-28 22:00:00,48118,171548,39193,35802,273667,20994,0.2494348374056405,3757302895.091459,14997353221.252052,2759
2020-04-28 23:00:00,43594,220550,30939,31148,307294,18937,0.3095835532307175,2804081691.7448373,12686735550.327913,2633
2020-04-29 00:00:00,35536,177749,25754,26473,247950,17562,0.3045403501926819,3763327980.8417897,15106918004.938557,2583
2020-04-29 01:00:00,32814,255225,23143,17600,312224,16558,0.23229462161867173,2841045192.3072777,12486946341.777905,2484
2020-04-29 02:00:00,31461,135200,22009,13927,186118,16479,0.22456241590490494,3768841302.3411255,16078013907.149658,2456
2020-04-29 03:00:00,30177,196363,21329,11031,243449,15451,0.22919201753256196,2935327008.8952236,12904253956.123505,2494
2020-04-29 04:00:00,29171,125749,21778,10149,171361,15486,0.22358338535590597,3974689580.8851933,16572630391.537006,2461
2020-04-29 05:00:00,29668,190904,26112,9733,240754,15663,0.21679235169874073,3107924147.536576,13589234171.588795,2480
2020-04-29 06:00:00,36343,150958,40561,16518,225773,18607,0.2000940010103786,3777709797.1674747,16270410272.408733,2568
2020-04-29 07:00:00,42693,239639,56123,18936,334947,22444,0.19939815772282507,3465259655.3350825,13925513093.483631,2596
2020-04-29 08:00:00,47106,138450,64027,21907,245942,25548,0.1964678238880736,3675646209.7304015,16081410099.53606,2726
2020-04-29 09:00:00,50335,218664,60271,25921,329642,25549,0.21611265404878915,3603417908.902611,15216718338.01361,2825
2020-04-29 10:00:00,53342,156849,59995,30501,274214,26473,0.1944789472788219,3052269341.991305,13424679311.923443,2824
2020-04-29 11:00:00,53789,230758,57716,27620,343841,26042,0.2156241821410021,3548542313.866703,14735685072.775642,2712
2020-04-29 12:00:00,54124,160986,58547,28813,276325,26145,0.1953626578903943,2932427239.064236,12897071732.88423,2719
2020-04-29 13:00:00,54612,222918,55336,28263,334582,26547,0.21191210365573807,3648816774.61222,15404842735.592394,2712
2020-04-29 14:00:00,56467,166881,59651,30241,286174,27066,0.19810402707516914,2900406079.741389,12484756055.887836,2721
2020-04-29 15:00:00,56719,219006,58579,29044,336436,26912,0.21121009393446022,3712338304.741834,15556354728.852324,2612
2020-04-29 16:00:00,55095,171131,57282,29019,286301,26226,0.20178180064722265,2889641958.286165,12651418876.24186,2348
2020-04-29 17:00:00,56225,210304,61558,29243,330235,27095,0.20653554877816085,3745314958.2396355,15728163825.544323,2260
2020-04-29 18:00:00,53824,181032,58431,27333,294653,25967,0.2020812587416753,2891907950.369371,12852848278.899988,2278
2020-04-29 19:00:00,50322,206105,52153,24757,307957,25380,0.2127290616481882,3706005572.7559366,15668690993.793167,2275
2020-04-29 20:00:00,50360,198633,51397,26889,302395,24884,0.22988086969973667,2808460245.4969316,12839388906.9069,2314
2020-04-29 21:00:00,51708,186516,49421,33050,296872,23823,0.26823617949180206,3790618920.5797663,15322817331.008024,2258
2020-04-29 22:00:00,52716,213326,45601,38539,328431,21751,0.24738888181392768,2796951223.4558234,12844555902.684847,2212
2020-04-29 23:00:00,48471,164506,38939,34289,265934,20271,0.32251457674850575,3942510379.737453,16019985643.906149,2173
2020-04-30 00:00:00,38211,243701,30163,27959,322014,18020,0.33155459630505074,2865445532.135456,12732121871.025919,2061
2020-04-30 01:00:00,33675,172175,25286,19842,234007,16971,0.22551847450420007,4097210655.8702145,16512958621.797491,2075
2020-04-30 02:00:00,31326,199362,21429,15065,250783,16399,0.22943989398423661,2857841159.3923807,13218659496.138304,2154
2020-04-30 03:00:00,30107,129598,22513,11206,176770,16654,0.21775105655910437,3940265238.6086974,16948064606.003792,2613
2020-04-30 04:00:00,29594,185877,21295,9855,230645,15976,0.2287108497615704,3249626828.0913496,14326369241.825521,2165
2020-04-30 05:00:00,30043,126159,25789,10074,175608,16457,0.21163381155205088,4024261437.633011,16922890924.674543,2126
2020-04-30 06:00:00,32531,228348,35208,13770,292071,17786,0.22038176767461887,3624809994.904848,15282724740.552094,2093
2020-04-30 07:00:00,38956,159359,50808,18129,246211,21041,0.19703336758280396,3681796898.9111037,16048266060.717396,1994
2020-04-30 08:00:00,44642,204900,62835,20646,308801,24222,0.20929839427319658,3988521854.880858,16562986703.03155,2101
2020-04-30 09:00:00,46213,149379,58151,24473,254484,23732,0.20985016838520804,3497809712.2541127,15529445795.256466,2161
2020-04-30 10:00:00,50706,226811,59475,28472,340897,24567,0.2368567260266613,3591732648.0118966,15456360101.56321,2259
2020-04-30 11:00:00,59182,156490,79009,43317,311546,26452,0.2049515760281902,3048772333.77221,13437996302.724844,2231
2020-04-30 12:00:00,56693,221397,65416,33033,349867,26672,0.19340182323570695,3709962326.4788427,15685473017.275078,2398
2020-04-30 13:00:00,56142,165377,60893,31043,286776,26679,0.19378780495221662,2918968221.62431,12776655193.171236,2344
2020-04-30 14:00:00,55423,221661,57487,29618,337279,26910,0.19760905910458434,3780004196.1332107,16131645824.526335,2329
2020-04-30 15:00:00,55617,172352,59049,29679,288934,27763,0.18851042836071505,2904563642.23386,12591708276.240383,2330
2020-04-30 16:00:00,52337,218693,52395,28791,325845,26371,0.20376898828196702,3851795483.257734,16457816806.245108,2264
2020-04-30 17:00:00,47320,174314,46028,23142,264961,25843,0.20018917874551287,3036184311.9957256,13266853950.493351,2365
2020-04-30 18:00:00,43929,214850,42049,21632,298010,24450,0.20932252917838107,3922967500.5288944,16678101692.612885,2414
2020-04-30 19:00:00,42011,186463,40886,20042,265296,24106,0.2146244420527419,3004970482.5813465,13480728627.980577,2359
2020-04-30 20:00:00,41246,207481,38500,21764,285635,23356,0.2368091968697952,3886281044.98027,16496782766.267998,2331
2020-04-30 21:00:00,41732,198896,33820,25305,277116,22637,0.27279992921989016,2958168739.2961183,13550034873.724586,2275
2020-04-30 22:00:00,40011,185654,28278,29384,263454,19873,0.25263208023889533,3996346756.06843,16224776664.890736,2274
2020-04-30 23:00:00,39398,203730,26043,29194,278667,19698,0.29446479988156343,3162601589.783942,14606075223.843042,2257
2020-05-01 00:00:00,6768,36232,3906,5479,48690,3695,0.3093667156878593,3179949644.392942,12579806476.971422,428
